0.91048	0.41355	3.3268e-09	0.82913	0.82913
0.93119	0.36455	2.0599e-08	0.86716	0.86716
0.065135	0.9942	0.10065	0.94828	0.94828
0.15262	0.99589	0.020798	1.0138	1.0138
0.068757	0.99764	8.3495e-08	0.98142	0.98142
2.4785e-07	0.83585	0.54898	0.16894	0.16894
0.95154	0.20947	0.27533	0.93483	0.93483
0.20334	0.66481	0.74089	0.13114	0.13114
1.6716e-08	0.90501	0.42788	0.36878	0.36878
0.14804	0.92435	0.37138	0.50585	0.50585
0.1064	0.94633	0.30656	0.58926	0.58926
8.7457e-07	0.76123	0.6485	0.078493	0.078493
0.11726	0.30862	0.94573	0.58837	0.58837
1.737e-08	0.87808	0.47852	0.2731	0.2731
0.23031	0.51021	0.83276	0.21748	0.21748
0.00038075	0.86427	0.50351	0.23379	0.23379
0.17274	0.53978	0.84208	0.29759	0.29759
3.4634e-08	0.95793	0.287	0.65064	0.65064
0.8662	0.51112	0.19545	0.7633	0.7633
0.43621	0.71081	0.69089	0.39039	0.39039
0.88183	0.22617	0.41929	0.77969	0.77969
0.20439	0.52107	0.85432	0.35256	0.35256
2.0976e-07	0.506	0.86259	0.2292	0.2292
0.26438	0.40642	0.87995	0.35417	0.35417
0.30647	0.91906	0.39007	0.63115	0.63115
0.32141	0.37812	0.87086	0.35754	0.35754
0.85634	0.29162	0.428	0.73395	0.73395
4.9834e-07	0.54556	0.83807	0.17327	0.17327
0.15359	0.88599	0.44327	0.32266	0.32266
0.9113	0.41188	0.059558	0.83064	0.83064
0.13086	0.97904	0.17769	0.83708	0.83708
2.911e-07	0.43273	0.902	0.35672	0.35672
1.8855e-06	0.66038	0.75094	0.072794	0.072794
0.44228	0.92999	0.36487	0.86014	0.86014
0.10806	0.98765	0.12024	0.89547	0.89547
2.0691e-08	0.25822	0.96609	0.70821	0.70821
0.13218	0.59687	0.79158	0.11996	0.11996
0.060298	0.96768	0.25605	0.72458	0.72458
0.89629	0.11118	0.4298	0.80375	0.80375
0.61594	0.12133	0.77885	0.46178	0.46178
0.15364	0.87479	0.46868	0.28711	0.28711
0.30493	0.86672	0.49033	0.43685	0.43685
0.82126	0.22102	0.55374	0.68554	0.68554
0.60588	0.88923	0.42644	0.89617	0.89617
0.8041	0.62721	5.7378e-05	0.67178	0.67178
3.7039e-08	0.19247	0.9822	0.83566	0.83566
0.10515	0.95774	0.27291	0.66116	0.66116
1.5334e-07	0.70806	0.70615	0.062505	0.062505
0.23301	0.71544	0.69813	0.19836	0.19836
0.70374	0.22692	0.67972	0.5166	0.5166
0.087046	0.88714	0.46047	0.31165	0.31165
0.92505	0.13153	0.39729	0.86171	0.86171
0.79959	0.37134	0.47703	0.64004	0.64004
0.92538	0.18201	0.33373	0.85734	0.85734
0.32613	0.042918	0.94547	0.69879	0.69879
0.93402	0.13609	0.34725	0.87509	0.87509
0.08188	0.92336	0.38151	0.45961	0.45961
0.46562	0.73768	0.6542	0.42556	0.42556
0.15528	0.18636	0.97065	0.76663	0.76663
0.060255	0.98102	0.18924	0.82987	0.82987
0.13839	0.50392	0.86381	0.32073	0.32073
0.88482	0.48959	0.27577	0.81234	0.81234
1	6.605e-13	6.1809e-12	1	1
0.26778	0.9744	0.19513	0.92095	0.92095
0.59288	0.78482	0.61263	0.68493	0.68493
0.084333	0.9121	0.403	0.40613	0.40613
0.51541	0.91081	0.40389	0.86978	0.86978
1.2701e-06	0.99871	0.051007	0.98713	0.98713
0.80962	0.56532	0.19994	0.66192	0.66192
0.79958	0.41029	0.44409	0.64266	0.64266
0.79126	0.14179	0.59922	0.63377	0.63377
2.6752e-07	0.39286	0.9196	0.43259	0.43259
2.148e-10	0.97458	0.22402	0.77302	0.77302
0.092102	0.89795	0.43083	0.35054	0.35054
5.7503e-07	0.11874	0.99293	0.93147	0.93147
0.37225	0.35342	0.86196	0.36894	0.36894
0.26379	0.4698	0.84476	0.25573	0.25573
0.85662	0.54689	5.6296e-07	0.74591	0.74591
1.0521e-07	0.99214	0.12547	0.92411	0.92411
0.067455	0.73285	0.67715	0.06952	0.06952
0.7994	0.59909	0.37688	0.70635	0.70635
0.95179	1.7074e-13	0.30674	0.90592	0.90592
0.32209	0.607	0.77607	0.25739	0.25739
0.072245	0.35297	0.9391	0.57489	0.57489
0.13753	0.63888	0.7575	0.092646	0.092646
0.25406	0.64736	0.7434	0.1624	0.1624
0.13234	0.06444	0.98961	0.92079	0.92079
0.34024	0.31897	0.91191	0.5152	0.5152
0.89045	0.28571	0.36786	0.80049	0.80049
0.8566	0.6419	4.4816e-07	0.80285	0.80285
0.87952	5.321e-13	0.47586	0.77415	0.77415
7.1884e-11	3.1195e-13	1	1	1
1.2934e-06	0.28996	0.95788	0.65032	0.65032
0.082896	0.14805	0.98591	0.87602	0.87602
0.079237	0.068823	0.99483	0.95717	0.95717
0.27401	0.27653	0.92281	0.52565	0.52565
0.28686	0.1395	0.94859	0.67266	0.67266
0.15734	0.72323	0.67681	0.085519	0.085519
0.80312	1.3614e-15	0.80797	0.76358	0.76358
0.62474	0.21097	0.76106	0.45721	0.45721
0.12337	0.3832	0.92877	0.49322	0.49322
1.0878e-06	0.62116	0.78372	0.095976	0.095976
0.63025	8.8672e-10	0.77639	0.4768	0.4768
0.23642	0.73945	0.65358	0.15523	0.15523
0.40344	0.27146	0.89603	0.53647	0.53647
6.677e-07	0.92985	0.36793	0.48327	0.48327
0.84423	0.55056	0.044245	0.72074	0.72074
0.060044	0.48497	0.87446	0.27291	0.27291
0.30692	0.098002	0.94906	0.69459	0.69459
0.4144	0.39434	0.84432	0.38075	0.38075
0.64047	0.79869	0.59128	0.78221	0.78221
0.20505	0.85638	0.51039	0.3098	0.3098
0.35303	2.8337e-12	0.93562	0.63869	0.63869
0.75399	0.13323	0.65125	0.58619	0.58619
0.37612	0.42864	0.82699	0.29725	0.29725
0.20882	0.2078	0.95604	0.68242	0.68242
0.084446	0.85418	0.51427	0.21571	0.21571
0.77209	2.1368e-11	0.63551	0.60687	0.60687
0.49502	0.18198	0.86189	0.47483	0.47483
0.13106	0.55629	0.823	0.16448	0.16448
0.23083	0.12638	0.96505	0.75418	0.75418
