1	1	9.9493e-09	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
1	1	0.74544	1	1	1	1	1	1	1	1	0.25459	1	1	1
1	1	1	2.6645e-15	1	1	1	1	1	1	1	1	1	1	1
1	0.27723	1	1	1	1	1	1	1	0.72279	1	1	1	1	1
0.294	0.7107	1.0023	1.0026	1.0026	1.0026	1.0021	1.0026	1.0026	1.0026	1.0012	1.0026	1.0026	1.0026	1.0026
1	1	1	1	1	1	1	1	1	1	0.28186	0.71814	1	1	1
0.63612	0.99963	1	1	1	0.36427	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
1.0001	0.31709	1.0001	1.0001	1.0001	1	0.99959	1.0001	1.0001	1.0001	1.0001	1.0001	0.68352	1.0001	1.0001
0.27583	1.0029	1.0029	1.0029	0.72769	1.0029	1.0029	1.0029	1.0029	1.0029	1.0028	1.0029	1.0029	1.0026	1.0029
1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
1.0015	0.3048	1.0015	1.0015	1.0015	0.6967	1.0015	1.0015	1.0015	1.0015	1.0015	1.0015	1.0015	1.0015	1.0015
1	1	1	1	1	1	1	0.64212	0.35789	1	1	1	1	1	1
1.0002	1.0002	1.0002	1.0002	1.0002	1.0002	0.63073	1.0002	1.0002	1.0002	1.0002	0.36952	1.0002	1.0002	1.0002
0.99839	0.99998	0.73829	1	1	1	1	1	1	1	1	1	0.26337	1	0.99999
1	1	1	0.28584	1	0.99999	1	0.7142	1	1	1	1	1	1	1
0.75692	1.007	1.007	1.0068	1.007	1.007	1.007	0.2627	1.007	0.99448	1.007	1.007	1.007	1.007	1.007
1	1	1	0.2659	1	1	1	1	0.99966	0.99938	0.73597	1	0.99912	1	1
1.0051	1.0051	1.0051	1.0051	1.0051	0.72798	1.0051	1.0051	1.0051	0.27711	1.0051	1.0051	1.0051	1.0051	1.0051
1	1	0.30819	1	1	0.99999	0.99998	1	0.99996	1	1	1	1	1	0.69193
1	1	1	1	1	1	1	3.2959e-11	1	1	1	1	1	1	1
1	1	1	1	1	1	0.66699	1	1	1	1	1	0.99998	0.33304	1
1	0.32948	0.99987	1	1	1	1	1	1	1	0.673	0.99772	1	1	1
1.0012	0.73888	1.0012	1.0012	1.0012	1.0012	1.0012	1.0012	1.0012	1.0012	1.0012	0.26276	1.0008	1.0012	1.0012
1.001	0.75178	1.001	1.001	0.56929	0.68215	1.001	1.001	1.001	1.001	1.001	0.99968	1.001	1.001	1.001
0.74164	0.9987	1	0.25979	1	1	0.99999	1	1	1	0.99996	1	0.99999	1	1
1	1	1	0.61704	1	1	0.99615	0.99996	0.99395	0.99951	1	1	1	1	0.3934
0.99935	0.78878	0.65489	1.0002	1.0002	1.0002	1.0002	1.0002	1.0002	1.0002	0.81436	1.0002	0.74329	1.0002	1.0002
0.9102	0.99729	0.8209	1.0002	0.79271	1.0002	0.71996	0.78817	0.97799	1.0002	1.0002	0.99551	1.0002	0.99904	1.0002
1	1	0.74058	0.25946	1	1	1	1	1	1	1	1	0.99999	1	1
1	1	1	1	0.30782	1	0.69219	1	1	1	1	1	1	1	1
1	1	0.5663	1	1	0.99957	0.43424	1	1	1	1	1	0.99998	0.99998	1
