,it,run,HV,fe
0,0,0,0.48589215238095235,104.5
1,0,1,0.48611819047619004,104.5
2,0,10,0.5049605761904751,104.5
3,0,11,0.5216273523809519,104.5
4,0,12,0.5170915095238103,104.5
5,0,13,0.5110584476190471,104.5
6,0,14,0.5325590904761913,104.5
7,0,15,0.5328569047619044,104.5
8,0,16,0.4964469523809527,104.5
9,0,17,0.4997546666666666,104.5
10,0,18,0.47348858095238106,104.5
11,0,19,0.5042568380952385,104.5
12,0,2,0.49956310476190546,104.5
13,0,3,0.5356772857142865,104.5
14,0,4,0.48893327619047616,104.5
15,0,5,0.5227863666666677,104.5
16,0,6,0.503782380952381,104.5
17,0,7,0.5013244761904773,104.5
18,0,8,0.5571253619047618,104.5
19,0,9,0.473323685714286,104.5
20,1,0,0.6148600095238101,314.5
21,1,1,0.6039418476190481,314.5
22,1,10,0.5813498238095248,314.5
23,1,11,0.6043432523809529,314.5
24,1,12,0.6188476666666678,314.5
25,1,13,0.6008499619047627,314.5
26,1,14,0.602613895238095,314.5
27,1,15,0.6219721571428567,314.5
28,1,16,0.5971957809523804,314.5
29,1,17,0.590303280952381,314.5
30,1,18,0.594022209523809,314.5
31,1,19,0.6048744619047617,314.5
32,1,2,0.6023952047619051,314.5
33,1,3,0.6120675809523809,314.5
34,1,4,0.6010672904761899,314.5
35,1,5,0.6014312142857154,314.5
36,1,6,0.595057704761905,314.5
37,1,7,0.5976871428571435,314.5
38,1,8,0.6113835047619048,314.5
39,1,9,0.5946353952380962,314.5
40,2,0,0.6733756238095226,524.5
41,2,1,0.6183383047619053,524.5
42,2,10,0.601156476190475,524.5
43,2,11,0.6245940857142847,524.5
44,2,12,0.6282442904761907,524.5
45,2,13,0.6188749761904765,524.5
46,2,14,0.6186572285714288,524.5
47,2,15,0.6397950380952377,524.5
48,2,16,0.6191810809523798,524.5
49,2,17,0.6073370095238086,524.5
50,2,18,0.6291712904761911,524.5
51,2,19,0.621831142857142,524.5
52,2,2,0.6205611619047624,524.5
53,2,3,0.6227264428571426,524.5
54,2,4,0.6242295095238107,524.5
55,2,5,0.6133546904761906,524.5
56,2,6,0.6271475523809521,524.5
57,2,7,0.6323117238095245,524.5
58,2,8,0.6181431333333337,524.5
59,2,9,0.6325206761904758,524.5
60,3,0,0.6830544476190482,734.5
61,3,1,0.6335140142857154,734.5
62,3,10,0.628811014285715,734.5
63,3,11,0.6381467238095251,734.5
64,3,12,0.6378110285714272,734.5
65,3,13,0.6336971761904765,734.5
66,3,14,0.6426382000000005,734.5
67,3,15,0.6472618761904759,734.5
68,3,16,0.6296965714285717,734.5
69,3,17,0.6163040285714291,734.5
70,3,18,0.6363433190476201,734.5
71,3,19,0.636341842857143,734.5
72,3,2,0.6383636190476183,734.5
73,3,3,0.6263244142857142,734.5
74,3,4,0.6376342619047622,734.5
75,3,5,0.6342916428571419,734.5
76,3,6,0.6600282666666666,734.5
77,3,7,0.6400559142857151,734.5
78,3,8,0.6278344380952385,734.5
79,3,9,0.6541972571428571,734.5
80,4,0,0.6857002571428578,944.5
81,4,1,0.6439649333333337,944.5
82,4,10,0.637797538095237,944.5
83,4,11,0.6428918142857148,944.5
84,4,12,0.6507005238095264,944.5
85,4,13,0.6462606571428572,944.5
86,4,14,0.6515950809523815,944.5
87,4,15,0.651920052380954,944.5
88,4,16,0.639608123809524,944.5
89,4,17,0.6245967476190485,944.5
90,4,18,0.6468679952380945,944.5
91,4,19,0.6434289428571429,944.5
92,4,2,0.6578714333333339,944.5
93,4,3,0.6348105333333335,944.5
94,4,4,0.6528562142857132,944.5
95,4,5,0.6501156523809514,944.5
96,4,6,0.6826486095238097,944.5
97,4,7,0.6432631619047611,944.5
98,4,8,0.6476777571428579,944.5
99,4,9,0.6628670285714281,944.5
100,5,0,0.6907452619047624,1154.5
101,5,1,0.6469842000000011,1154.5
102,5,10,0.6427974857142854,1154.5
103,5,11,0.678684423809523,1154.5
104,5,12,0.6592874952380966,1154.5
105,5,13,0.6515218904761902,1154.5
106,5,14,0.6562271714285743,1154.5
107,5,15,0.6589628190476193,1154.5
